Code_dot,Code_iata,City_name,Airport_name
11085.0,CNM,"Carlsbad, NM",Cavern City Air Terminal
11086.0,CNO,"Chino, CA",Chino Airport
11087.0,CNQ,"Corrientes, Argentina",Corrientes Airport
11088.0,CNR,"Chanaral, Chile",Chanaral Airport
11089.0,CNS,"Cairns, Australia",Cairns International
11090.0,CNW,"Waco, TX",TSTC Waco
11091.0,CNX,"Chiang Mai, Thailand",Chiang Mai International
11092.0,CNY,"Moab, UT",Canyonlands Regional
16770.0,CO1,"Monte Vista, CO",Monte Vista Municipal
11093.0,CO3,"Marina, CA",Marina Municipal
11094.0,CO4,"Melgar, Colombia",Tolemaida AB
16565.0,CO5,"Uribia, Colombia",Puerto Bolivar
16823.0,CO6,"Buena, CO",Central Colorado Regional
16918.0,CO7,"Meeker, CO",Meeker Coulter Field
11095.0,COA,"Columbia, CA",Columbia Airport
11096.0,COC,"Concordia, Argentina",Comodoro Pierrestegui
11097.0,COD,"Cody, WY",Yellowstone Regional
11098.0,COE,"Coeur d'Alene, ID",Coeur d'Alene - Pappy Boyington Field
11099.0,COF,"Cocoa Beach, FL",Patrick Sfb
11100.0,COG,"Condoto, Colombia",Mandinga
11101.0,COH,"Cooch Behar, India",Cooch Behar Airport
11102.0,COJ,"Coonabarabran, Australia",Coonabarabran Airport
11103.0,COK,"Kochi, India",Cochin International
11104.0,COL,"Coll Island, United Kingdom",Coll
11105.0,COM,"Coleman, TX",Coleman Municipal
11106.0,CON,"Concord, NH",Concord Municipal
11107.0,COO,"Cotonou, Benin",Card Bernardin Gadin de Cadjehoun International
11108.0,COR,"Cordoba, Argentina",Ambrosio L. V. Taravella
11109.0,COS,"Colorado Springs, CO",City of Colorado Springs Municipal
11110.0,COT,"Cotulla, TX",Cotulla-La Salle County
11111.0,COU,"Columbia, MO",Columbia Regional
11112.0,COY,"Coolawanyah, Australia",Coolawanyah Airport
11113.0,CPA,"Cape Palmas, Liberia",Cape Palmas Airport
11114.0,CPB,"Capurgana, Colombia",Capurgana Airport
11115.0,CPC,"Chapelco, Argentina",Aviador C. Campos
11116.0,CPD,"Coober Pedy, Australia",Coober Pedy Airport
11117.0,CPE,"Campeche, Mexico",Campeche International
11118.0,CPH,"Copenhagen, Denmark",Kastrup
11119.0,CPN,"Cape Rodney, Papua New Guinea",Cape Rodney Airport
16403.0,CPO,"Copiapo, Chile",Desierto de Atacama
11121.0,CPQ,"Campinas, Brazil",Viracopos International
11122.0,CPR,"Casper, WY",Casper/Natrona County International
11123.0,CPS,"St. Louis, MO",Bi-State Parks
11124.0,CPT,"Cape Town, South Africa",Cape Town International
11125.0,CPV,"Campina Grande, Brazil",Presidente Joao Suassuna
11126.0,CPX,"Culebra, PR",Benjamin Rivera Noriega
11127.0,CQF,"Calais, France",Calais Marck
11128.0,CQL,"Carbondale, CO",Glen-Aspen
16892.0,CQM,"Ciudad Real, Spain",Ciudad Real Airport
11130.0,CQW,"Cheraw, SC",Cheraw Municipal/Lynch Bellinger Field
11130.0,HCW,"Cheraw, SC",Cheraw Municipal/Lynch Bellinger Field
11131.0,CRA,"Craiova, Romania",Craiova Airport
11132.0,CRB,"Collarenebri, Australia",Collarenebri Airport
11133.0,CRC,"Cartago, Colombia",Cartago Airport
11134.0,CRD,"Comodoro Rivadavia, Argentina",Comodoro Rivadavia Airport
11135.0,CRE,"Myrtle Beach, SC",Grand Strand
11136.0,CRG,"Jacksonville, FL",Jacksonville Executive at Craig
11137.0,CRI,"Crooked Island, The Bahamas",Colonel Hill
11138.0,CRK,"Luzon Island, Philippines",Diosdado Macapagal International
11139.0,CRL,"Charleroi, Belgium",Brussels South
11140.0,CRP,"Corpus Christi, TX",Corpus Christi International
11141.0,CRQ,"Caravelas, Brazil",Caravelas Airport
11142.0,CRR,"Ceres, Argentina",Ceres Airport
11143.0,CRS,"Corsicana, TX",C David Campbell Field-Corsicana Municipal
11144.0,CRU,"Carriacou, Grenada",Lauriston
11145.0,CRV,"Crotone, Italy",Crotone Airport
11146.0,CRW,"Charleston/Dunbar, WV",West Virginia International Yeager
11147.0,CRX,"Corinth, MS",Roscoe Turner
16893.0,CRZ,"Turkmenabat, Turkmenistan",Turkmenabat Airport
11148.0,CSD,"Cresswell Downs, Australia",Cresswell Downs Airport
11149.0,CSE,"Crested Butte, CO",Crested Butte Airpark
11150.0,CSG,"Columbus, GA",Columbus Airport
11151.0,CSI,"Casino, Australia",Casino Airport
16443.0,CSL,"Cabo San Lucas, Mexico",Cabo San Lucas International
11152.0,CSM,"Clinton, OK",Clinton Sherman
11153.0,CSN,"Carson City, NV",Carson City Airport
11154.0,CSP,"Cape Spencer, AK",Cape Spencer C.G. Helipad
11155.0,CSR,"Casuarito, Colombia",Casuarito Airport
11156.0,CSS,"Cassilandia, Brazil",Cassilandia Airport
11157.0,CST,"Castaway, Fiji",Castaway Airport
11158.0,CSU,"Cape Sabine, AK",Cape Sabine Airport
11159.0,CSV,"Crossville, TN",Crossville Memorial-Whitson Field
11160.0,CSX,"Changsha, China",Huanghua
16441.0,CT1,"Plainville, CT",Robertson Field
16495.0,CT2,"Simsbury, CT",Simsbury Airport
16594.0,CT3,"Willimantic, CT",Windham
16644.0,CT4,"New Milford, CT",Candlelight Farms
16656.0,CT5,"Danielson, CT",Danielson Airport
16681.0,CT6,"East Haddam, CT",Goodspeed
16871.0,CT7,"Chester, CT",Chester Airport
16967.0,CT8,"Belie Haven, CT",Sbctbh
17000.0,CT9,"Meriden, CT",Meriden Markham Municipal
11161.0,CTA,"Catania, Italy",Catania-Fontanarossa
11162.0,CTB,"Cut Bank, MT",Cut Bank International
11163.0,CTC,"Catamarca, Argentina",Catamarca Aeroclub
11164.0,CTG,"Cartagena, Colombia",Rafael Nunez
11165.0,CTH,"Coatesville, PA",Chester County G. O. Carlson
11166.0,CTL,"Charleville, Australia",Charleville Airport
11167.0,CTM,"Chetumal, Mexico",Chetumal International
11168.0,CTN,"Cooktown, Australia",Cooktown Airport
11169.0,CTO,"Calverton, NY",Calverton Executive Airpark
11170.0,CTS,"Sapporo, Japan",New Chitose
11171.0,CTT,"Le Castellet, France",Le Castellet Airport
11172.0,CTU,"Chengdu, China",Shuangliu International
11173.0,CTW,"Cottonwood, AZ",Cottonwood Airport
11174.0,CTX,"Cortland, NY",Cortland County Chase Field
11175.0,CTY,"Cross City, FL",Cross City Airport
16538.0,CTZ,"Clinton, NC",Clinton Sampson County
11176.0,CUB,"Columbia, SC",Jim Hamilton L. B. Owens
11177.0,CUC,"Cucuta, Colombia",Camilo Daza
11178.0,CUE,"Cuenca, Ecuador",Cuenca Airport
11179.0,CUF,"Cuneo, Italy",Levaldigi
11180.0,CUL,"Culiacan, Mexico",Culiacan International
11181.0,CUM,"Cumana, Venezuela",Cumana Airport
11032.0,CUN,"Cancun, Mexico",Cancun International
11183.0,CUP,"Carupano, Venezuela",General Jose Francisco Bermudez
11184.0,CUQ,"Coen, Australia",Coen Airport
11185.0,CUR,"Willemstad, Curacao",Hato
11186.0,CUT,"Cutral-Co, Argentina",Cutral-Co Airport
11187.0,CUU,"Chihuahua, Mexico",Chihuahua International
11188.0,CUW,"Cube Cove, AK",Cube Cove Airport
11189.0,CUY,"Cue, Australia",Cue Airport
11190.0,CUZ,"Cusco, Peru",Teniente Alejandro Velasco Astete International
11191.0,CVA,"Pittsburgh, PA",Civic Arena H/P
11192.0,CVF,"Courchevel, France",Courchevel Airport
11193.0,CVG,"Cincinnati, OH",Cincinnati/Northern Kentucky International
11194.0,CVJ,"Cuernavaca, Mexico",Cuernavaca International
11195.0,CVL,"Cape Vogel, Papua New Guinea",Cape Vogel Airport
11196.0,CVM,"Ciudad Victoria, Mexico",Ciudad Victoria International
11197.0,CVN,"Clovis, NM",Clovis Regional
11198.0,CVO,"Corvallis, OR",Corvallis Municipal
11199.0,CVQ,"Carnarvon, Australia",Carnarvon Airport
11200.0,CVS,"Clovis, NM",Cannon AFB
11201.0,CVT,"Coventry, United Kingdom",Coventry Airport
11202.0,CVX,"Charlevoix, MI",Charlevoix Municipal
11203.0,CWA,"Mosinee, WI",Central Wisconsin
11204.0,CWB,"Curitiba, Brazil",Afonso Pena International
16878.0,CWC,"Chernivtsi, Ukraine",Chernivtsi International
15825.0,CWF,"Lake Charles, LA",Chennault International
11207.0,CWI,"Clinton, IA",Clinton Municipal
11208.0,CWL,"Cardiff, United Kingdom",Cardiff Airport
11209.0,CWS,"Center Island, WA",Center Island Airport
11210.0,CWT,"Cowra, Australia",Cowra Airport
11211.0,CXA,"Caicara, Venezuela",Caicara Venez.
11212.0,CXB,"Cox's Bazar, Bangladesh",Cox's Bazar Airport
11213.0,CXC,"Chitina, AK",Chitina Airport
11214.0,CXF,"Coldfoot, AK",Coldfoot Airport
11215.0,CXH,"Vancouver, Canada",Coal Harbour Seaplane Base
11216.0,CXI,"Christmas Island, Kiribati",Christmas Island Airport
11217.0,CXJ,"Caxias Do Sul, Brazil",Hugo Cantergiani
11218.0,CXL,"Calexico, CA",Calexico International
11219.0,CXO,"Conroe, TX",Conroe North Houston Regional
11220.0,CXP,"Cilacap, Indonesia",Tunggul Wulung
16797.0,CXR,"Can Ranh, Vietnam",Cam Ranh International
11222.0,CXT,"Charters Towers, Australia",Charters Towers Airport
11223.0,CXY,"Cat Cay, The Bahamas",Cat Cay Airport
11224.0,CYA,"Les Cayes, Haiti",Cayes
11225.0,CYB,"Cayman Brac, Cayman Islands",Charles Kirkconnell International
11226.0,CYC,"Caye Chapel, Belize",Caye Chapel Airport
11227.0,CYF,"Chefornak, AK",Chefornak Airport
11229.0,CYI,"Chiayi, Taiwan",Chiayi Airport
11230.0,CYM,"Chatham, AK",Chatham Airport
11231.0,CYP,"Calbayog, Philippines",Calbayog Airport
11232.0,CYR,"Colonia, Uruguay",Laguna de Los Patos International
11233.0,CYS,"Cheyenne, WY",Cheyenne Regional/Jerry Olson Field
11234.0,CYT,"Cape Yakataga, AK",Yakataga
11235.0,CYZ,"Cauayan, Philippines",Cauayan Airport
16944.0,CZ1,"Hradec Kralove, Czech Republic",Hradec Kralove Airport
11236.0,CZA,"Chichen Itza, Mexico",Chichen Itza International
11237.0,CZB,"Cruz Alta, Brazil",Cruz Alta Airport
11238.0,CZC,"Copper Center, AK",Copper Center 2
11240.0,CZE,"Coro, Venezuela",Jose Leonardo Chirino
11241.0,CZF,"Cape Romanzof, AK",Cape Romanzof LRRS
11242.0,CZH,"Corozal, Belize",Ranchito
11243.0,CZL,"Constantine, Algeria",Constantine/Ain El Bey
11244.0,CZM,"Cozumel, Mexico",Cozumel International
11245.0,CZN,"Chisana, AK",Chisana Airport
11246.0,CZO,"Chistochina, AK",Chistochina Airport
11247.0,CZP,"Cape Pole, AK",Cape Pole Airport
11248.0,CZS,"Cruzeiro Do Sul, Brazil",Cruzeiro Do Sul Airport
11249.0,CZU,"Corozal, Colombia",Las Brujas
11250.0,CZW,"Czestochowa, Poland",Czestochowy
11251.0,CZX,"Changzhou, China",Changzhou Benniu International
11252.0,DAB,"Daytona Beach, FL",Daytona Beach International
11253.0,DAC,"Dhaka, Bangladesh",Hazrat Shahjalal International
11254.0,DAD,"Danang, Vietnam",Danang International
11255.0,DAE,"Daet, Philippines",Daet Airport
11256.0,DAF,"Daup, Papua New Guinea",Daup Airport
11257.0,DAG,"Daggett, CA",Barstow/Daggett
11258.0,DAK,"Dakhla Oasis, Egypt",Dakhla
11259.0,DAL,"Dallas, TX",Dallas Love Field
11260.0,DAM,"Damascus, Syria",Damascus International
11261.0,DAN,"Danville, VA",Danville Regional
11262.0,DAR,"Dar Es Salaam, Tanzania",Julius Nyerere International
11263.0,DAT,"Datong, China",Datong Airport
11264.0,DAU,"Daru, Papua New Guinea",Daru Airport
11265.0,DAV,"David, Panama",Enrique Malek International
11266.0,DAX,"Daxian, China",Daxian Airport
11267.0,DAY,"Dayton, OH",James M Cox/Dayton International
11269.0,DBB,"Dabaa City, Egypt",Al Alamain International
11957.0,DBL,"Goa, India",Goa Airport
11957.0,GOI,"Goa, India",Goa Airport
11271.0,DBM,"Debra Marcos, Ethiopia",Debre Marcos
11272.0,DBN,"Dublin, GA",W H Bud Barron
11273.0,DBO,"Dubbo, Australia",Dubbo Airport
11274.0,DBQ,"Dubuque, IA",Dubuque Regional
11275.0,DBT,"Debra Tabor, Ethiopia",Debre Tabor
11276.0,DBV,"Dubrovnik, Croatia",Dubrovnik Airport
11277.0,DBY,"Dalby, Australia",Dalby Airport
11278.0,DCA,"Washington, DC",Ronald Reagan Washington National
11279.0,DCF,"Roseau, Dominica",Canefield
11280.0,DCK,"Dahl Creek, AK",Dahl Creek Airport
16450.0,DCN,"Derby, Australia",Curtin
11281.0,DCS,"Finningley, United Kingdom",RAF Finningley
11282.0,DCU,"Decatur, AL",Pryor Field Regional
11283.0,DDC,"Dodge City, KS",Dodge City Regional
11284.0,DDP,"Dorado, PR",Dorado Airport
11285.0,DE1,"Zweibrucken, Germany",Zweibruecken
16520.0,DE2,"Middletown, DE",Summit
16666.0,DE3,"Dover-Cheswold, DE",Delware Airpark
16670.0,DE4,"Bradenburg, Germany",Holzdorf
11286.0,DEA,"Dera Ghazi Khan, Pakistan",Farooq Ahmad Khan Leghari International
11287.0,DEB,"Debrecen, Hungary",Debrecen Airport
11288.0,DEC,"Decatur, IL",Decatur Airport
11289.0,DEH,"Decorah, IA",Decorah Municipal
11290.0,DEL,"Delhi, India",Indira Gandhi International
11291.0,DEM,"Dembi Dollo, Ethiopia",Dembi Dollo Airport
11292.0,DEN,"Denver, CO",Denver International
11294.0,DES,"Desroches, Seychelles",Desroches Airport
11295.0,DET,"Detroit, MI",Coleman A. Young Municipal
11296.0,DEZ,"Deir Ezzor, Syria",Al Jafrah/Deir Ezzor
11297.0,DFI,"Defiance, OH",Defiance Memorial
11298.0,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth International
11299.0,DGB,"Danger Bay, AK",Danger Bay Airport
11301.0,DGO,"Durango, Mexico",Durango International
11302.0,DGT,"Dumaguete, Philippines",Dumaguete Airport
11303.0,DGW,"Douglas, WY",Converse County
16943.0,DGX,"St Athan, United Kingdom",St Athan Airport
11304.0,DHA,"Dhahran, Saudi Arabia",King Abdulaziz AB
16603.0,DHB,"Deer Harbor, WA",Deer Harbor Marina
10175.0,DHF,"Al Dhafra, United Arab Emirates",Al Dhafra Air Base
11306.0,DHI,"Dhangadhi, Nepal",Dhangadhi Airport
11307.0,DHL,"Dhala, Yemen",Dhala Airport
11308.0,DHN,"Dothan, AL",Dothan Regional
11309.0,DHT,"Dalhart, TX",Dalhart Municipal
11311.0,DIB,"Dibrugarh, India",Dibrugarh Airport
11312.0,DIE,"Antsiranana, Madagascar",Arrachart
11313.0,DIG,"Shangri-La, China",Zhongdian
11314.0,DIJ,"Dijon, France",Dijon Longvic
11315.0,DIK,"Dickinson, ND",Dickinson - Theodore Roosevelt Regional
11316.0,DIL,"Dili, Timor-Leste",Presidente Nicolau Lobato International
11317.0,DIO,"Diomede Island, AK",Diomede Heliport
11318.0,DIR,"Dire Dawa, Ethiopia",Aba Tenna Dejazmatch Yilma
11319.0,DIS,"Dolisie, Congo (Brazaville)",Dolisie Airport
11320.0,DIU,"Diu, India",Diu Airport
11321.0,DIV,"Divo, Cote d'Ivoire",Divo Airport
11322.0,DIY,"Diyarbakir, Turkey",Diyarbakir Airport
11323.0,DJB,"Jambi, Indonesia",Paalmerah
11324.0,DJE,"Djerba, Tunisia",Djerba Airport
11325.0,DJG,"Djanet, Algeria",Tiska
11326.0,DJJ,"Jayapura, Indonesia",Sentani
11327.0,DJN,"Delta Junction, AK",Delta Junction Airport
11328.0,DJO,"Daloa, Cote d'Ivoire",Daloa Airport
11329.0,DK1,"Kolding Vamdrup, Denmark",Kolding Vamdrup Airport
11330.0,DKI,"Dunk Island, Australia",Kyboola
11331.0,DKK,"Dunkirk, NY",Chautauqua County/Dunkirk
11332.0,DKR,"Dakar, Senegal",Leopold Sedar Senghor International
11333.0,DLA,"Douala, Cameroon",Douala Airport
11334.0,DLC,"Dalian, China",Zhoushuizi
11335.0,DLF,"Del Rio, TX",Laughlin AFB
11336.0,DLG,"Dillingham, AK",Dillingham Airport
11337.0,DLH,"Duluth, MN",Duluth International
11338.0,DLI,"Dalat, Vietnam",Lienkhang
11339.0,DLL,"Dillon, SC",Dillon County
11340.0,DLM,"Dalaman, Turkey",Dalaman Airport
11341.0,DLO,"Dolomi, AK",Dolomi Airport
11342.0,DLS,"The Dalles, OR",Columbia Gorge Regional/The Dalles Municipal
11343.0,DLU,"Dali City, China",Xiaguan
11344.0,DMA,"Tucson, AZ",Davis Monthan AFB
16896.0,DMB,"Taraz, Kazakhstan",Taraz Airport
11345.0,DME,"Moscow, Russia",Domodedovo
10646.0,DMK,"Bangkok, Thailand",Don Mueang International
14380.0,DMM,"Dammam, Saudi Arabia",King Fahd International
14380.0,QDM,"Dammam, Saudi Arabia",King Fahd International
11348.0,DMN,"Deming, NM",Deming Municipal
11349.0,DMO,"Sedalia, MO",Sedalia Regional
11350.0,DMU,"Dimapur, India",Manipur Road
11351.0,DNA,"Okinawa, Japan",Kadena AB
11352.0,DNB,"Dunbar, Australia",Dunbar Airport
11353.0,DNC,"Duncan Canal, AK",Duncan Canal Airport
11354.0,DND,"Dundee, United Kingdom",Dundee Airport
11355.0,DNE,"Dallas/Fort Worth, TX",Dallas North
11357.0,DNK,"Dnipropetrovsk, Ukraine",Dnipro International
11358.0,DNL,"Augusta, GA",Daniel Field
11359.0,DNN,"Dalton, GA",Dalton Municipal
11360.0,DNO,"Dianopolis, Brazil",Dianopolis Airport
11361.0,DNQ,"Deniliquin, Australia",Deniliquin Airport
11362.0,DNR,"Dinard, France",Dinard Pleurtuit Saint Malo
11363.0,DNV,"Danville, IL",Vermilion Regional
11365.0,DNZ,"Denizli, Turkey",Cardak
11366.0,DOD,"Dodoma, Tanzania",Dodoma Airport
11367.0,DOF,"Dora Bay, AK",Dora Bay Airport
11368.0,DOG,"Dongola, Sudan",Dongola Airport
11369.0,DOH,"Doha, Qatar", Hamad International
11370.0,DOK,"Donetsk, Ukraine",Donetsk International
11371.0,DOL,"Deauville, France",Deauville Normandie
11372.0,DOM,"Marigot, Dominica",Douglas Charles
11373.0,DON,"Dos Lagunas, Guatemala",Dos Lagunas Airport
11374.0,DOU,"Dourados, Brazil",Dourados Airport
11375.0,DOV,"Dover, DE",Dover AFB
11376.0,DPA,"Chicago, IL",Du Page County
11377.0,DPG,"Dugway, UT",Michael AAF
11378.0,DPL,"Dipolog, Philippines",Dipolog Airport
11379.0,DPO,"Devonport, Australia",Devonport Airport
11380.0,DPS,"Denpasar, Indonesia",I Gusti Ngurah Rai
16480.0,DQA,"Daqing Shi, China",Saertu
11382.0,DQB,"Montijo, Portugal",Montijo Airport
11383.0,DQC,"Sebastian, FL",Sebastian Municipal
11384.0,DQD,"Soda Springs, ID",Allen H Tigert
11385.0,DQE,"Holtville, CA",Holtville Airport
11389.0,DQI,"Colusa, CA",Colusa County
11390.0,DQJ,"Killdeer, ND",Dunn County Weydahl Field
11391.0,DQK,"Fort Drum, NY",Wheeler-Sack AAF
11392.0,DQL,"Anchorage, AK",Lake Hood
11394.0,DQN,"New Smyrna Beach, FL",New Smyrna Beach Municipal
11395.0,DQO,"Delhi, LA",Delhi Municipal
11396.0,DQP,"Georgetown, KY",Marshall Field
11397.0,DQQ,"Cozad, NE",Cozad Municipal
11399.0,DQS,"Whitmore, AZ",Grand Canyon Bar Ten Airstrip
11400.0,DQT,"Boscombe, United Kingdom",Boscombe Down
11401.0,DQU,"Ketchikan, AK",Neets Bay
11402.0,DQV,"Haines, AK",Glacier Point
11403.0,DQW,"Peach Springs, AZ",Hualapai
11404.0,DQX,"Tsui River, AK",Tsui River Airport
11405.0,DQY,"Cape Canaveral, FL",Cape Canaveral Sfs Skid Strip
11406.0,DQZ,"Platinum, AK",Platinum Mine
11407.0,DRA,"Mercury, NV",Desert Rock
11408.0,DRB,"Derby, Australia",Derby Airport
11409.0,DRE,"Drummond Island, MI",Drummond Island Airport
11410.0,DRF,"Drift River, AK",Drift River Airport
11411.0,DRG,"Deering, AK",Deering Airport
11412.0,DRN,"Dirranbandi, Australia",Dirranbandi Airport
11413.0,DRO,"Durango, CO",Durango La Plata County
11414.0,DRS,"Dresden, Germany",Dresden Airport
11415.0,DRT,"Del Rio, TX",Del Rio International
11416.0,DRU,"Drummond, MT",Drummond Airport
11417.0,DRW,"Darwin, Australia",Darwin International
11418.0,DSA,"Finningley, United Kingdom",Doncaster Sheffield
11419.0,DSD,"La Desirade, Guadeloupe",La Desirade Airport
11420.0,DSE,"Dessie, Ethiopia",Dessie/Combolcha
11421.0,DSI,"Destin, FL",Destin Executive
11422.0,DSK,"Dera Ismail Khan, Pakistan",D. I. Khan
11423.0,DSM,"Des Moines, IA",Des Moines International
16782.0,DSS,"Dakar Thies, Senegal",Blaise Diagne International
11424.0,DTA,"Delta, UT",Delta Municipal
11425.0,DTH,"Death Valley, CA",Furnace Creek
11427.0,DTL,"Detroit Lakes, MN",Detroit Lakes-Wething Field
11428.0,DTM,"Dortmund, Germany",Dortmund Airport
11429.0,DTN,"Shreveport, LA",Shreveport Downtown
11430.0,DTO,"Denton, TX",Denton Enterprise
11431.0,DTR,"Decatur Island, WA",Decatur
11432.0,DTT,"Detroit, MI",Detroit Metropolitan Area
11433.0,DTW,"Detroit, MI",Detroit Metro Wayne County
11434.0,DUA,"Durant, OK",Eaker Field
11435.0,DUB,"Dublin, Ireland",Dublin Airport
11436.0,DUC,"Duncan, OK",Halliburton Field
11437.0,DUD,"Dunedin, New Zealand",Dunedin Airport
11438.0,DUE,"Dundo, Angola",Kamakenzo
11439.0,DUF,"Duck, NC",Pine Island
11440.0,DUG,"Douglas, AZ",Bisbee Douglas International
11441.0,DUJ,"DuBois, PA",DuBois Regional
11442.0,DUQ,"Duncan/Quamichan Lake, Canada",Duncan
16475.0,DUR,"Durban, South Africa",King Shaka International
11444.0,DUS,"Dusseldorf, Germany",Duesseldorf
11445.0,DUT,"Unalaska, AK",Unalaska Airport
11446.0,DVK,"Diavik, Canada",Diavik Airport
11447.0,DVL,"Devils Lake, ND",Devils Lake Regional
11448.0,DVN,"Davenport, IA",Davenport Municipal
11449.0,DVO,"Davao, Philippines",Francisco Bangoy International
11450.0,DVT,"Phoenix, AZ",Phoenix - Deer Valley
11452.0,DWA,"Davis/Woodland/Winters, CA",Yolo County
16456.0,DWC,"Jebel Ali, United Arab Emirates",Al Maktoum International
11453.0,DWH,"Houston, TX",David Wayne Hooks Memorial
11454.0,DWS,"Orlando, FL",Walt Disney World
11455.0,DXB,"Dubai, United Arab Emirates",Dubai International
11456.0,DXR,"Danbury, CT",Danbury Municipal
11457.0,DYG,"Dayong, China",Hehua
16748.0,DYL,"Doylestown, PA",Doylestown Airport
11458.0,DYR,"Anadyr, Russia",Ugolny
11459.0,DYS,"Abilene, TX",Dyess AFB
11460.0,DYU,"Dushanbe, Tajikistan",Dushanbe Airport
11461.0,DZA,"Dzaoudzi, Mayotte",Dzaoudzi-Pamandzi
16430.0,DZN,"Zhezkazgan, Kazakhstan",Zhezkazgan Airport
11462.0,DZO,"Durazno, Uruguay",Durazno Airport
11463.0,EAA,"Eagle, AK",Eagle Airport
11464.0,EAG,"Noatak, AK",Eagle Creek Strip
11466.0,EAM,"Nejran, Saudi Arabia",Nejran Airport
11467.0,EAN,"Wheatland, WY",Phifer Airfield
11468.0,EAR,"Kearney, NE",Kearney Regional
11469.0,EAS,"San Sebastian, Spain",San Sebastian Airport
11470.0,EAT,"Wenatchee, WA",Pangborn Memorial
11471.0,EAU,"Eau Claire, WI",Chippewa Valley Regional
11472.0,EBA,"Elba Island, Italy",Marina Di Campo
11473.0,EBB,"Entebbe/Kampala, Uganda",Entebbe International
11474.0,EBD,"El Obeid, Sudan",El Obeid Airport
11475.0,EBJ,"Esbjerg, Denmark",Esbjerg Airport
11476.0,EBL,"Erbil, Iraq",Erbil International
11477.0,EBU,"St. Etienne, France",Saint Etienne Loire
11478.0,ECA,"East Tawas, MI",Iosco County
11479.0,ECG,"Elizabeth City, NC",Elizabeth City CGAS/Regional
16703.0,ECI,"Rivas, Nicaragua",Costa Esmeralda
16703.0,NI1,"Rivas, Nicaragua",Costa Esmeralda
11480.0,ECN,"Ercan, Cyprus",Ercan Airport
11481.0,ECP,"Panama City, FL",Northwest Florida Beaches International
11482.0,ECS,"Newcastle, WY",Mondell Field
11483.0,ECU,"Rocksprings, TX",Edwards County
11484.0,EDA,"Edna Bay, AK",Edna Bay Airport
11486.0,EDE,"Edenton, NC",Northeastern Regional
11487.0,EDF,"Anchorage, AK",Elmendorf AFB
11488.0,EDI,"Edinburgh, United Kingdom",Edinburgh Airport
11489.0,EDL,"Eldoret, Kenya",Eldoret Airport
11490.0,EDW,"Edwards, CA",Edwards AFB
16693.0,EE1,"Amari, Estonia",Amari Airport
11491.0,EED,"Needles, CA",Needles Airport
11492.0,EEK,"Eek, AK",Eek Airport
11493.0,EEN,"Keene, NH",Dillant Hopkins
11494.0,EFB,"Eight Fathom Bight, AK",Eight Fathom Bight Airport
11495.0,EFD,"Houston, TX",Ellington
11496.0,EFK,"Newport, VT",Northeast Kingdom International
11497.0,EFL,"Kefallinia Island, Greece",Argostolion
11498.0,EG1,"Cairo, Egypt",Sphinx International
11499.0,EG2,"Jiyanklis, Egypt",Jiyanklis AB
11500.0,EG3,"Beni Suef, Egypt",Beni Suef Airport
11501.0,EGA,"Chenega, AK",Chenega Airport
11502.0,EGC,"Bergerac, France",Bergerac Dordogne Perigord
11503.0,EGE,"Eagle, CO",Eagle County Regional
11504.0,EGI,"Crestview, FL",Duke Field
11505.0,EGN,"Geneina, Sudan",Geneina Airport
11506.0,EGP,"Eagle Pass, TX",Eagle Pass Municipal
11507.0,EGS,"Egilsstadir, Iceland",Egilsstadir Airport
11508.0,EGT,"Wellington, KS",Wellington Municipal
11510.0,EGV,"Eagle River, WI",Eagle River Union
11511.0,EGX,"Egegik, AK",Egegik Airport
11512.0,EHM,"Cape Newenham, AK",Cape Newenham LRRS
11513.0,EHR,"Eagle Harbor, AK",Eagle Harbor Airport
11514.0,EHT,"East Hartford, CT",Rentschler Heliport
11515.0,EIA,"Eia, Papua New Guinea",Eia Airport
11516.0,EIB,"Eisenach, Germany",Eisenach Kindel
11517.0,EIL,"Fairbanks, AK",Eielson AFB
11518.0,EIN,"Eindhoven, Netherlands",Eindhoven Airport
11519.0,EIS,"Road Town, British Virgin Islands",Terrance B Lettsome
11520.0,EJA,"Barrancabermeja, Colombia",Yariguies
11521.0,EJH,"Wedjh, Saudi Arabia",Wedjh Airport
11522.0,EKA,"Eureka, CA",Murray Field
11523.0,EKI,"Elkhart, IN",Elkhart Municipal
11524.0,EKN,"Elkins, WV",Elkins Randolph County
11525.0,EKO,"Elko, NV",Elko Regional
11526.0,EKX,"Elizabethtown, KY",Addington Field
11527.0,EKY,"Bessemer, AL",Bessemer Airport
11528.0,ELA,"Eagle Lake, TX",Eagle Lake Airport
11529.0,ELB,"El Banco, Colombia",El Banco Airport
11530.0,ELC,"Elcho Island, Australia",Elcho Island Airport
11531.0,ELD,"El Dorado, AR",South Arkansas Regional at Goodwin Field
11532.0,ELF,"El Fasher, Sudan",El Fasher Airport
11533.0,ELG,"El Golea, Algeria",El Golea Airport
11534.0,ELH,"North Eleuthera, The Bahamas",North Eleuthera Airport
11535.0,ELI,"Elim, AK",Elim Airport
11536.0,ELJ,"El Recreo, Colombia",El Recreo Airport
11537.0,ELM,"Elmira/Corning, NY",Elmira/Corning Regional
11538.0,ELN,"Ellensburg, WA",Bowers Field
11540.0,ELP,"El Paso, TX",El Paso International
