code_dot,code_iata,city_name,airport_name,latitude,longitude
11388.0,DQH,"Alpine, AK",Alpine Airstrip,70.34833333,-150.93166667
11388.0,DQH,"Alpine, AK",Alpine Airstrip,70.34416667,-150.94472222
10034.0,A21,"Serpentine, AK",Serpentine Airport,65.85138889,-164.70277778
10035.0,A22,"Driftwood Bay, AK",Driftwood Bay Airport,53.97277778,-166.85694444
10036.0,A23,"Bradley Lake, AK",Bradley Lake Airport,59.77611111,-151.96361111
10037.0,A24,"Chilkat Lake, AK",Chilkat Lake Airport,59.33166667,-135.89666667
10038.0,A25,"Nugget Creek, AK",Nugget Creek Airport,59.28833333,-136.17388889
10039.0,A26,"Ivotuk, AK",Ivotuk Airstrip,68.48333333,-155.73333333
10040.0,A27,"Pogo Mines, AK",Pogo Mines Airport,64.44,-144.93638889
10041.0,A28,"Ayakulik River, AK",Ayakulik River Airport,57.25388889,-154.42222222
10042.0,A29,"Kiluda Bay, AK",Kiluda Bay Airport,57.32305556,-153.14944444
10770.0,A2K,"Bartletts, AK",Bartletts Airport,58.23305556,-157.36638889
10770.0,A2K,"Bartletts, AK",Bartletts Airport,58.21611111,-157.3525
10770.0,A2K,"Bartletts, AK",Bartletts Airport,58.23361111,-157.35027778
10770.0,BSZ,"Bartletts, AK",Bartletts Airport,58.23305556,-157.36638889
10770.0,BSZ,"Bartletts, AK",Bartletts Airport,58.21611111,-157.3525
10770.0,BSZ,"Bartletts, AK",Bartletts Airport,58.23361111,-157.35027778
16810.0,A2L,"Fort Payne, AL",Isbell Field,34.47361111,-85.72138889
10043.0,A30,"Terror Lake, AK",Terror Lake Airport,57.96388889,-153.05833333
10044.0,A31,"Selief Bay, AK",Selief Bay Airport,58.98277778,-153.18333333
10047.0,A34,"Laura Lake, AK",Laura Lake Airport,58.36194444,-152.31222222
11828.0,A35,"Kaktovik, AK",Bullen Point AFS,70.17277778,-146.83611111
11828.0,A35,"Kaktovik, AK",Bullen Point AFS,70.17305556,-146.85555556
10049.0,A36,"Deep Bay, AK",Deep Bay Airport,55.56027778,-131.65555556
10050.0,A37,"Kako, AK",Kako Airport,61.89888889,-161.43805556
10050.0,A37,"Kako, AK",Kako Airport,61.89888889,-161.43972222
10051.0,A38,"Molly Creek, AK",Molly Creek Airport,64.09722222,-143.26666667
10052.0,A39,"Ptarmigan Lake, AK",Ptarmigan Lake Airport,61.86611111,-141.15972222
16696.0,A3K,"Smith Bay, AK",Smith Bay Airport,70.76583333,-154.23083333
10053.0,A40,"Cape Simpson, AK",Cape Simpson Airport,71.05694444,-154.72833333
10054.0,A41,"Kogru River, AK",Kogru River Airport,70.57472222,-152.25888889
10054.0,A41,"Kogru River, AK",Kogru River Airport,70.57611111,-152.27111111
10055.0,A42,"Teshepkuk Lake, AK",Teshepkuk Lake Airport,70.35833333,-153.19666667
10056.0,A43,"Kodiak Island, AK",Trident Basin Seaplane Base,57.78083333,-152.39111111
10058.0,A45,"Lake Florence, AK",Lake Florence Airport,57.81666667,-134.58333333
10059.0,A46,"Lake Hasselborg, AK",Lake Hasselborg Airport,57.7,-134.26666667
10060.0,A47,"Distin Lake, AK",Distin Lake Airport,57.61666667,-134.36666667
10061.0,A48,"Port Hobron, AK",Port Hobron Airport,57.15,-153.15
10062.0,A49,"Mooseville Airstrip, AK",Mooseville Airstrip Airport,70.28444444,-152.21194444
16698.0,A4K,"Dune Lake, AK",Dune Lake Airport,64.42138889,-149.89444444
10063.0,A50,"Big Bay, AK",Big Bay Airport,58.5625,-152.59611111
10064.0,A51,"Wien Lake, AK",Wien Lake Airport,64.35277778,-151.275
10065.0,A52,"Silver Salmon Creek, AK",Silver Salmon Creek Airport,59.96388889,-152.68222222
10066.0,A53,"Blear Lake, AK",Blear Lake Airport,64.33333333,-147.5
10067.0,A54,"Cannery Bay, AK",Cannery Bay Airport,53.68333333,-166.75
10069.0,A56,"Bear Lake, AK",Johnsons Landing,56.03666667,-160.26611111
10070.0,A57,"International Seafoods, AK",International Seafoods Airport,58.26666667,-157.53333333
10070.0,VZK,"International Seafoods, AK",International Seafoods Airport,58.26666667,-157.53333333
10071.0,A58,"Cosna River, AK",Cosna River Airport,64.5,-151.66666667
10072.0,A59,"Ivatuk, AK",Ivatuk Airport,68.48777778,-155.7575
16803.0,A5K,"Paxson, AK",Paxson Airport,63.02444444,-145.50055556
10074.0,A61,"Cape Sarichef, AK",Cape Sarichef Airport,54.58333333,-164.9125
10074.0,A61,"Cape Sarichef, AK",Cape Sarichef Airport,54.5825,-164.91444444
10075.0,A62,"Taylor Mountain Mine, AK",Taylor Mountain,60.86777778,-157.39194444
10076.0,A63,"Yukon Charley Rivvers, AK",Coal Creek,65.31111111,-143.13527778
10076.0,A63,"Yukon Charley Rivvers, AK",Coal Creek,65.31138889,-143.13555556
10076.0,A63,"Yukon Charley Rivvers, AK",Coal Creek,65.31166667,-143.13416667
10078.0,A65,"Karluk Portage, AK",Karluk Portage Airport,57.53833333,-154.16444444
10079.0,A66,"Hope, AK",Hope Airport,60.90416667,-149.62388889
10079.0,A66,"Hope, AK",Hope Airport,60.90555556,-149.62388889
10079.0,A66,"Hope, AK",Hope Airport,60.90722222,-149.62277778
10080.0,A67,"Viekoda Bay, AK",Viekoda Bay Airport,57.84944444,-153.11527778
10082.0,A69,"Cold Bay, AK",Cathedral Strip,55.74,-162.12527778
16720.0,A6K,"Fairbanks1, AK",Van Curlers Sandbar,65.04472222,-145.42305556
10083.0,A70,"Village Islands, AK",Village Islands Airport,57.77416667,-153.54472222
10084.0,A71,"Homer, AK",Bear Cove Farm,59.73833333,-151.03
10085.0,A72,"Chinitna Bay, AK",Chinitna Bay Airport,59.83333333,-152.58472222
10086.0,A73,"McKinley Park, AK",McKinley National Park,63.7325,-148.91055556
10087.0,A74,"Nanwalek, AK",Dog Fish Bay,59.24111111,-151.87722222
10088.0,A75,"Malina Bay, AK",Malina Bay Airport,58.17194444,-152.89416667
10089.0,A76,"Red Fox Bay, AK",Red Fox Bay Airport,58.46444444,-152.59305556
10090.0,A77,"Shearwater, AK",Shearwater Airport,57.34333333,-152.89722222
10091.0,A78,"Cape Simpson, AK",Lake,71.03,-154.44361111
10092.0,A79,"Cape Simpson, AK",Cape Simpson No. 1,71.50166667,-154.03388889
16723.0,A7K,"Nakochna, AK",Nakochna Airport,62.03611111,-151.45222222
10093.0,A80,"Cape Simpson, AK",Cape Simpson No. 7,70.57388889,-155.32138889
10094.0,A81,"Aglaq, AK",Cape Simpson #1,70.66277778,-154.83666667
10095.0,A82,"Nikiski, AK",Nikiski Private Airstrip,60.69027778,-151.28888889
10096.0,A83,"Petrof Point, AK",Petrof Point Airport,59.37638889,-150.765
10097.0,A84,"Denali, AK",Denali West Lodge Private,63.75555556,-147.93
10098.0,A85,"Big River, AK",Big River Airport,61.85944444,-154.27666667
10100.0,A87,"Carry Inlet, AK",Carry Inlet Airport,58.58305556,-152.44583333
10102.0,A89,"Montague Island, AK",Montague Island Airport,59.925,-147.51666667
15934.0,A8K,"Granite Point, AK",Granite Point Ndb,60.96166667,-151.33166667
10103.0,A90,"Shannon Pond, AK",Shannon Pond Airport,59.03916667,-158.46388889
10104.0,A91,"Omalik Lagoon, AK",Omalik Lagoon Airport,69.15555556,-163.49722222
10105.0,A92,"Omolik Lagoon, AK",Omolik Lagoon Airport,69.14805556,-163.51027778
10106.0,A93,"Bradley Lake Project, AK",Bradley Lake Project Airport,59.79166667,-151.26666667
10107.0,A94,"Barrow, AK",Ice Strip,70.57416667,-155.31805556
10107.0,A95,"Barrow, AK",Ice Strip,70.57416667,-155.31805556
10107.0,A96,"Barrow, AK",Ice Strip,70.57416667,-155.31805556
10108.0,A94,"Barrow, AK",Ice Strip,70.31194444,-153.24916667
10108.0,A95,"Barrow, AK",Ice Strip,70.31194444,-153.24916667
10108.0,A96,"Barrow, AK",Ice Strip,70.31194444,-153.24916667
10109.0,A94,"Barrow, AK",Ice Strip,70.98083333,-157.095
10109.0,A95,"Barrow, AK",Ice Strip,70.98083333,-157.095
10109.0,A96,"Barrow, AK",Ice Strip,70.98083333,-157.095
10110.0,A97,"Akulik, AK",Akulik Air Strip,68.98555556,-163.47972222
10111.0,A98,"Deadfall, AK",Deadfall Air Strip,69.17083333,-163.25638889
10112.0,A99,"Eagle Creek, AK",Eagle Creek Airport,68.67666667,-162.64694444
16985.0,A9K,"Healy, AK",Era Denali Heliport,63.73833333,-148.88166667
10113.0,AA1,"Bethel, AK",Ice Kong,59.95277778,-162.61694444
16662.0,AA2,"Naknek-1, AK",Icicle Seafoods,58.70944444,-157.07138889
10116.0,AA4,"Kachemak Bay, AK",Glacier Split,59.63333333,-151.20833333
10117.0,AA5,"Selby Lake, AK",Selby Lake Airport,66.95583333,-155.615
16472.0,AA7,"Independence Creek, AK",Independence Creek Airport,65.67361111,-162.46416667
11381.0,AA8,"Deadhorse, AK",Badami,70.1375,-147.03055556
16804.0,AA9,"Napaimute, AK",Napaimute Pioneer Airfield,61.53638889,-158.73888889
10118.0,AAA,"Anaa, French Polynesia",Anaa Airport,-17.3525,-145.51
10118.0,AAA,"Anaa, French Polynesia",Anaa Airport,-17.35388889,-145.50972222
10119.0,AAB,"Arrabury, Australia",Arrabury Station,-26.7,141.04166667
10120.0,AAC,"El Arish, Egypt",El Arish International,31.05444444,33.81916667
10120.0,AAC,"El Arish, Egypt",El Arish International,31.05555556,33.8275
10120.0,AAC,"El Arish, Egypt",El Arish International,31.07333333,33.83583333
10120.0,AAC,"El Arish, Egypt",El Arish International,31.07638889,33.83333333
16385.0,AAD,"Ad-Dabbah, Sudan",Ad-Dabbah Airport,18.05,30.93361111
10121.0,AAE,"Annaba, Algeria",Rabah Bitat,36.82166667,7.81
10121.0,AAE,"Annaba, Algeria",Rabah Bitat,36.82222222,7.80944444
10121.0,AAE,"Annaba, Algeria",Rabah Bitat,36.82944444,7.81388889
10122.0,AAF,"Apalachicola, FL",Apalachicola Regional Cleve Randolph Field,29.7275,-85.0275
10123.0,AAH,"Aachen, Germany",Aachen Merzbrueck,50.82305556,6.1875
10123.0,AAH,"Aachen, Germany",Aachen Merzbrueck,50.82166667,6.18416667
10123.0,AAH,"Aachen, Germany",Aachen Merzbrueck,50.82305556,6.18611111
10124.0,AAI,"Arraias, Brazil",Arraias Airport,-12.91666667,-46.93333333
10124.0,AAI,"Arraias, Brazil",Arraias Airport,-13.025,-46.88416667
10124.0,AAI,"Arraias, Brazil",Arraias Airport,-13.02583333,-46.88361111
10125.0,AAL,"Aalborg, Denmark",Aalborg Airport,57.09277778,9.84916667
10125.0,AAL,"Aalborg, Denmark",Aalborg Airport,57.09305556,9.85
10125.0,AAL,"Aalborg, Denmark",Aalborg Airport,57.09416667,9.85583333
10126.0,AAM,"Mala Mala, South Africa",Malamala,-24.80833333,31.54166667
10126.0,AAM,"Mala Mala, South Africa",Malamala,-24.81694444,31.54416667
10127.0,AAN,"Al Ain, United Arab Emirates",Al Ain International,24.26166667,55.60916667
10127.0,AAN,"Al Ain, United Arab Emirates",Al Ain International,24.26194444,55.6075
10128.0,AAO,"Anaco, Venezuela",Anaco Airport,9.43,-64.47083333
10128.0,AAO,"Anaco, Venezuela",Anaco Airport,9.43027778,-64.47083333
10128.0,AAO,"Anaco, Venezuela",Anaco Airport,9.43194444,-64.46388889
10129.0,AAQ,"Anapa, Russia",Vityazevo,45.00222222,37.34722222
10129.0,AAQ,"Anapa, Russia",Vityazevo,44.9,37.31666667
10130.0,AAR,"Aarhus, Denmark",Aarhus Airport,56.3,10.61888889
10130.0,AAR,"Aarhus, Denmark",Aarhus Airport,56.30416667,10.61944444
10130.0,AAR,"Aarhus, Denmark",Aarhus Airport,56.30388889,10.62
10130.0,AAR,"Aarhus, Denmark",Aarhus Airport,56.31027778,10.61805556
10131.0,AAU,"Asau, Samoa",Asau W Sam,-13.51666667,-172.65
10132.0,AAX,"Araxa, Brazil",Romeu Zema,-19.56333333,-46.96027778
10132.0,AAX,"Araxa, Brazil",Romeu Zema,-19.56805556,-46.92916667
16387.0,ABA,"Abakan, Russia",Abakan Airport,53.74,91.385
16387.0,ABA,"Abakan, Russia",Abakan Airport,53.74,91.38527778
10134.0,ABD,"Abadan, Iran",Abadan Airport,30.36527778,48.23305556
10134.0,ABD,"Abadan, Iran",Abadan Airport,30.36611111,48.23222222
10135.0,ABE,"Allentown/Bethlehem/Easton, PA",Lehigh Valley International,40.65222222,-75.44027778
10135.0,ABE,"Allentown/Bethlehem/Easton, PA",Lehigh Valley International,40.65222222,-75.44055556
10135.0,ABE,"Allentown/Bethlehem/Easton, PA",Lehigh Valley International,40.6525,-75.44027778
10135.0,ABE,"Allentown/Bethlehem/Easton, PA",Lehigh Valley International,40.65472222,-75.43833333
10136.0,ABI,"Abilene, TX",Abilene Regional,32.40944444,-99.67972222
10136.0,ABI,"Abilene, TX",Abilene Regional,32.41111111,-99.68166667
10136.0,ABI,"Abilene, TX",Abilene Regional,32.41138889,-99.68194444
10137.0,ABJ,"Abidjan, Cote d'Ivoire",Felix Houphouet Boigny Abidjan International,5.25555556,-3.92916667
10137.0,ABJ,"Abidjan, Cote d'Ivoire",Felix Houphouet Boigny Abidjan International,5.26138889,-3.92583333
10138.0,ABK,"Kabri Dar, Ethiopia",Kebri Dahar,6.73388889,44.26611111
10138.0,ABK,"Kabri Dar, Ethiopia",Kebri Dahar,6.73277778,44.24138889
10138.0,ABK,"Kabri Dar, Ethiopia",Kebri Dahar,6.73277778,44.24166667
10139.0,ABL,"Ambler, AK",Ambler River,67.0875,-157.84583333
10140.0,ABQ,"Albuquerque, NM",Albuquerque International Sunport,35.03888889,-106.60833333
10140.0,ABQ,"Albuquerque, NM",Albuquerque International Sunport,35.04027778,-106.60916667
10140.0,ABQ,"Albuquerque, NM",Albuquerque International Sunport,35.04166667,-106.60638889
10141.0,ABR,"Aberdeen, SD",Aberdeen Regional,45.44666667,-98.4225
10141.0,ABR,"Aberdeen, SD",Aberdeen Regional,45.44833333,-98.4225
10141.0,ABR,"Aberdeen, SD",Aberdeen Regional,45.44916667,-98.42194444
10141.0,ABR,"Aberdeen, SD",Aberdeen Regional,45.44972222,-98.42166667
10142.0,ABS,"Abu Simbel, Egypt",Abu Simbel Airport,22.37222222,31.61527778
10142.0,ABS,"Abu Simbel, Egypt",Abu Simbel Airport,22.37472222,31.60944444
10142.0,ABS,"Abu Simbel, Egypt",Abu Simbel Airport,22.37583333,31.61166667
10143.0,ABT,"Al-Baha, Saudi Arabia",King Saud Bin Abdulaziz,20.29611111,41.63416667
10143.0,ABT,"Al-Baha, Saudi Arabia",King Saud Bin Abdulaziz,20.29833333,41.63583333
10144.0,ABV,"Abuja, Nigeria",Nnamdi Azikiwe International,9.00555556,7.26611111
10144.0,ABV,"Abuja, Nigeria",Nnamdi Azikiwe International,9.00666667,7.26305556
10145.0,ABX,"Albury, Australia",Albury Airport,-36.06777778,146.95805556
10145.0,ABX,"Albury, Australia",Albury Airport,-36.06833333,146.97666667
10146.0,ABY,"Albany, GA",Southwest Georgia Regional,31.53222222,-84.19611111
10146.0,ABY,"Albany, GA",Southwest Georgia Regional,31.53555556,-84.19444444
10147.0,ABZ,"Aberdeen, United Kingdom",Aberdeen Dyce,57.20194444,-2.19777778
10147.0,ABZ,"Aberdeen, United Kingdom",Aberdeen Dyce,57.2025,-2.19805556
10147.0,ABZ,"Aberdeen, United Kingdom",Aberdeen Dyce,57.20361111,-2.19916667
10147.0,ABZ,"Aberdeen, United Kingdom",Aberdeen Dyce,57.20416667,-2.19861111
10148.0,ACA,"Acapulco, Mexico",Acapulco International,16.75722222,-99.75388889
10148.0,ACA,"Acapulco, Mexico",Acapulco International,16.75555556,-99.76694444
10148.0,ACA,"Acapulco, Mexico",Acapulco International,16.75694444,-99.75388889
10149.0,ACB,"Bellaire, MI",Antrim County,44.98472222,-85.19916667
10149.0,ACB,"Bellaire, MI",Antrim County,44.98861111,-85.19833333
10150.0,ACC,"Accra, Ghana",Kotoka International,5.59527778,-0.17083333
10150.0,ACC,"Accra, Ghana",Kotoka International,5.60444444,-0.1675
10150.0,ACC,"Accra, Ghana",Kotoka International,5.605,-0.16722222
10151.0,ACE,"Arrecife, Spain",Lanzarote,28.9425,-13.60472222
10151.0,ACE,"Arrecife, Spain",Lanzarote,28.94555556,-13.60527778
10152.0,ACH,"Altenrhein, Switzerland",St Gallen Altenrhein,47.485,9.56
10152.0,ACH,"Altenrhein, Switzerland",St Gallen Altenrhein,47.48527778,9.56
10153.0,ACI,"Alderney, United Kingdom",Alderney Airport,49.70611111,-2.21472222
10153.0,ACI,"Alderney, United Kingdom",Alderney Airport,49.70666667,-2.21444444
10153.0,ACI,"Alderney, United Kingdom",Alderney Airport,49.70666667,-2.21472222
10153.0,ACI,"Alderney, United Kingdom",Alderney Airport,49.70694444,-2.21472222
10153.0,ACI,"Alderney, United Kingdom",Alderney Airport,49.70694444,-2.21527778
10154.0,ACK,"Nantucket, MA",Nantucket Memorial,41.25305556,-70.06
10154.0,ACK,"Nantucket, MA",Nantucket Memorial,41.25305556,-70.06027778
10154.0,ACK,"Nantucket, MA",Nantucket Memorial,41.25333333,-70.06055556
10154.0,ACK,"Nantucket, MA",Nantucket Memorial,41.25666667,-70.05972222
10155.0,ACT,"Waco, TX",Waco Regional,31.61138889,-97.22861111
10155.0,ACT,"Waco, TX",Waco Regional,31.61222222,-97.23027778
10156.0,ACU,"Achutupo, Panama",Achutupo Airport,8.43333333,-77.96666667
10157.0,ACV,"Arcata/Eureka, CA",California Redwood Coast Humboldt County,40.97777778,-124.10833333
10157.0,ACV,"Arcata/Eureka, CA",California Redwood Coast Humboldt County,40.97805556,-124.10861111
10157.0,ACV,"Arcata/Eureka, CA",California Redwood Coast Humboldt County,40.97916667,-124.1075
10158.0,ACY,"Atlantic City, NJ",Atlantic City International,39.4575,-74.57722222
10158.0,ACY,"Atlantic City, NJ",Atlantic City International,39.4575,-74.57805556
10158.0,ACY,"Atlantic City, NJ",Atlantic City International,39.45666667,-74.57777778
10158.0,ACY,"Atlantic City, NJ",Atlantic City International,39.45611111,-74.57805556
10159.0,ADA,"Adana, Turkey",Adana International,36.98222222,35.28027778
10159.0,ADA,"Adana, Turkey",Adana International,36.98361111,35.28083333
10160.0,ADB,"Izmir, Turkey",Adnan Menderes,38.29222222,27.15583333
10160.0,ADB,"Izmir, Turkey",Adnan Menderes,38.29472222,27.16
10161.0,ADC,"Andakombe, Papua New Guinea",Andakombe Airport,-7.13611111,145.74416667
10161.0,ADC,"Andakombe, Papua New Guinea",Andakombe Airport,-7.13638889,145.74388889
10161.0,ADC,"Andakombe, Papua New Guinea",Andakombe Airport,-7.13722222,145.745
10162.0,ADD,"Addis Ababa, Ethiopia",Bole International,8.97805556,38.79944444
10163.0,ADE,"Aden, Yemen",Aden International,12.82777778,45.03055556
